id,image_url,permalink
191,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/22687658_1969037260032795_622066198185473843_n.jpg?w=300 300w,https://www.snopes.com/fact-check/sarah-huckabee-sanders-kkk-robe-halloween/
192,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/hybrid-collage.jpg?w=1000 1000w,https://www.snopes.com/fact-check/half-human-half-lion-hybrid-creature-indonesia/
193,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/not-melania-trump.jpg?w=640 640w,https://www.snopes.com/fact-check/lawmakers-thong-shows-during-swearing-in/
194,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/melania-trump-body-double.jpg?w=1000 1000w,https://www.snopes.com/fact-check/melania-trump-body-double/
195,https://us-east-1.tchyn.io/snopes-production/uploads/2014/10/buckleybehead.jpg?w=360 360w,https://www.snopes.com/fact-check/behead-of-the-family/
196,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/trump-tweet-1.jpg?w=589 589w,https://www.snopes.com/fact-check/trump-spray-tan-oval-office/
197,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/obama-awards.jpg?w=1190 1190w,https://www.snopes.com/fact-check/obama-medal-of-freedom-weinstein-clinton-cosby-weiner/
198,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/coyote-dog.jpg?w=497 497w,https://www.snopes.com/fact-check/coyote-given-bath-mistaken-dog/
199,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/5__Lamaur_Foster_-_DID_YOU_KNOW_____The_Freddy_Kruger_character_was____.jpg?w=545 545w,https://www.snopes.com/fact-check/was-freddy-krueger-real/
200,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/house-saved-by-fire.jpg?w=600 600w,https://www.snopes.com/fact-check/did-sprinklers-save-house-from-massive-wildfire/
202,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/frozen-shaft-of-urine.jpg?w=500 500w,https://www.snopes.com/fact-check/was-a-woman-killed-frozen-urine/
204,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/1930s-woman-smile-pictures-in-history.jpg?w=542 542w,https://www.snopes.com/fact-check/1930s-housewife-smile-therapy/
206,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/lebron-shirt.jpg?w=581 581w,https://www.snopes.com/fact-check/lebron-james-wore-protest-shirt/
207,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/maxresdefault.jpg?w=1280 1280w,https://www.snopes.com/fact-check/does-cinderella-surgery-modifies-feet-to-resemble-high-heels/
208,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/Screenshot-2017-10-03-at-11.50.13-AM.png?w=596 596w,https://www.snopes.com/fact-check/las-vegas-shooter-trump-protest/
209,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/us-navy-kneeling.jpg?w=768 768w,https://www.snopes.com/fact-check/army-football-team-kneel-protest-national-anthem/
210,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/nfl-burns-flag.jpg?w=720 720w,https://www.snopes.com/fact-check/nfl-player-burned-american-flag-in-locker-room/
212,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/aaron-rodgers.jpg?w=851 851w,https://www.snopes.com/fact-check/aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt/
214,https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/trumpflag.jpg?w=608 608w,https://www.snopes.com/fact-check/trumps-flip-flop-on-flag-burning/
216,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-jose.jpg?w=578 578w,https://www.snopes.com/fact-check/hurricane-jose-30-foot-waves-jennettes-pier/
219,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/Screen-Shot-2017-09-15-at-11.30.50-AM.png?w=425 425w,https://www.snopes.com/fact-check/giant-fossil-seahorse/
220,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/maya-the-bee.jpg?w=744 744w,https://www.snopes.com/fact-check/maya-bee-scene/
222,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/red-cross-meal.jpg?w=527 527w,https://www.snopes.com/fact-check/red-cross-harvey-meal/
223,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/twitter-pic.jpg?w=575 575w,https://www.snopes.com/fact-check/heath-ledger-cyrian-murphy-photograph-real/
224,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/viral-video-lab.jpg?w=707 707w,https://www.snopes.com/fact-check/three-sharks-filmed-in-miami-flood-waters-after-hurricane-irma/
225,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/brock-turner-rape.jpg?w=720 720w,https://www.snopes.com/fact-check/textbook-brock-turner-criminology-example/
227,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/dan-scavino.jpg?w=750 750w,https://www.snopes.com/fact-check/hurricane-irma-hitting-miami-airport/
229,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/fb-video.jpg?w=490 490w,https://www.snopes.com/fact-check/irma-barbuda-video/
230,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/golfers.jpg?w=1000 1000w,https://www.snopes.com/fact-check/people-golfing-right-next-huge-forest-fire/
231,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-irma.jpg?w=720 720w,https://www.snopes.com/fact-check/hurricane-irma-now-contains-sharks/
232,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper.jpg?w=1002 1002w,https://www.snopes.com/fact-check/arthur-hickenlooper-81-american-ninjaj-warrior/
233,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/trump-cats.jpg?w=474 474w,https://www.snopes.com/fact-check/trump-saved-two-cats-after-hurricane-harvey/
234,https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/tim-allen-cnn.jpg?w=469 469w,https://www.snopes.com/fact-check/cnn-mistake-tim-allen-joel-osteen/
235,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/inflatable-dam.jpg?w=793 793w,https://www.snopes.com/fact-check/texas-house-saved-inflatable-dam/
236,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.jpg?w=589 589w,https://www.snopes.com/fact-check/melania-trump-heels-houston-hurricane-harvey/
237,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/navy-destroyer-houston.jpg?w=1140 1140w,https://www.snopes.com/fact-check/navy-destroyer-collides-building-downtown-houston/
238,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/hamil-and-vader.jpg?w=582 582w,https://www.snopes.com/fact-check/james-earl-jones-star-wars-london-segregation/
239,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/trumpspraytan.jpg?w=720 720w,https://www.snopes.com/fact-check/trump-spray-tan-television/
241,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/obama-and-soros.jpg?w=599 599w,https://www.snopes.com/fact-check/photograph-obama-soros-laughing/
242,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/bart-simpson-fake-chalkboard-gag.jpg?w=400 400w,https://www.snopes.com/fact-check/did-bart-simpson-mock-islam-during-a-chalkboard-gag/
243,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa-mugshots.jpg?w=586 586w,https://www.snopes.com/fact-check/antifa-mugshots-charlottesville/
244,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/fb-eclipse.jpg?w=540 540w,https://www.snopes.com/fact-check/sunlight-cross-eclipse/
245,https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/kuwait-dogs.jpg?w=591 591w,https://www.snopes.com/fact-check/photographs-show-dozens-dead-dogs-kuwait/
246,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-sturgis-rally.jpg?w=960 960w,https://www.snopes.com/fact-check/antifa-protest-sturgis-2018/
247,https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/eclipse-image.jpg?w=552 552w,https://www.snopes.com/fact-check/eclipse-over-south-pacific/
248,https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/5__Brandon_Rogers_-_I_have_no_words_for_the_people_who_did_this_to___.jpg?w=532 532w,https://www.snopes.com/fact-check/vietnam-wall-graffiti/
249,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/man-and-mountain.jpg?w=1000 1000w,https://www.snopes.com/fact-check/man-really-look-like-mountain/
250,https://us-east-1.tchyn.io/snopes-production/uploads/2015/03/eclipseart.jpg?resize=1024,https://www.snopes.com/fact-check/solar-eclipse-from-space/
251,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/the-antifa-manual.jpg?w=1000 1000w,https://www.snopes.com/fact-check/is-this-antifa-manual-real/
252,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/rainbow-mountains-1.jpg?w=480 480w,https://www.snopes.com/fact-check/rainbow-mountains-real/
253,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/steve-bannon.jpg?w=800 800w,https://www.snopes.com/fact-check/steve-bannon-bloody-lip/
254,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/freddie-mercury.jpg?w=336 336w,https://www.snopes.com/fact-check/freddie-mercury-putting-make/
255,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa.jpg?w=720 720w,https://www.snopes.com/fact-check/antifa-flyers-call-for-the-murder-of-white-children/
256,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/millenial-matt.jpg?w=589 589w,https://www.snopes.com/fact-check/trump-photographed-with-charlottesville-white-nationalist/
257,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa.jpg?w=534 534w,https://www.snopes.com/fact-check/antifa-member-photographed-beating-police-officer/
258,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/klanpolice.jpg?w=715 715w,https://www.snopes.com/fact-check/racist-protesters-protected-black-policeman/
261,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/20727962_10155657532452650_5127414016212651588_n.jpg?w=864 864w,https://www.snopes.com/fact-check/fire-and-fury-comic-book-villain/
262,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/blue-whale-photo.jpg?w=614 614w,https://www.snopes.com/fact-check/blue-whale-under-rowboat/
263,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/pope.jpg?w=707 707w,https://www.snopes.com/fact-check/pope-francis-kisses-david-rockefellers-hand/
265,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait-weather.jpg?w=772 772w,https://www.snopes.com/fact-check/62-degree-celsius-kuwait-tree-fire/
266,https://us-east-1.tchyn.io/snopes-production/uploads/2015/06/Argentina-Dolphin.jpg?w=950 950w,https://www.snopes.com/fact-check/couple-kills-dolphin-urinating/
268,https://us-east-1.tchyn.io/snopes-production/uploads/2016/04/Pasted_Image_4_21_16__1_31_PM.jpg?resize=1024,https://www.snopes.com/fact-check/sergeant-gregory-hayes/
270,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/lightning-bolt.jpg?w=632 632w,https://www.snopes.com/fact-check/lightning-striking-a-river/
271,https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/devils-tower.jpg?w=462 462w,https://www.snopes.com/fact-check/roots-devils-tower/
272,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/russia-pilot.jpg?w=800 800w,https://www.snopes.com/fact-check/russian-pilot-bridge-1965/
273,https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/panda.jpg?resize=300,https://www.snopes.com/fact-check/panda-on-a-plane/
274,https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/wwii-gun.jpg?w=500 500w,https://www.snopes.com/fact-check/german-tank-shot-down-ufos/
277,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/lion-and-cat.jpg?w=1011 1011w,https://www.snopes.com/fact-check/lion-and-cat/
278,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/orca-whales.jpg?w=556 556w,https://www.snopes.com/fact-check/photograph-kayak-orcas/
279,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/che-lennon.jpg?w=592 592w,https://www.snopes.com/fact-check/lennon-che-guitar/
281,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Tom_Hanks_Facebook.jpg?w=924 924w,https://www.snopes.com/fact-check/tom-hanks-t-shirt/
282,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/anthony-scarmuci.jpg?w=960 960w,https://www.snopes.com/fact-check/scaramucci-explicit-tweet-2009/
283,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/how-high-is-too-high.jpg?w=640 640w,https://www.snopes.com/fact-check/middle-school-break-arms-jumping-off-water-tower-science-project/
284,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/whales-in-venice.jpg?w=602 602w,https://www.snopes.com/fact-check/whale-venice-canal-photograph/
285,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/league-of-german-girls.jpg?w=558 558w,https://www.snopes.com/fact-check/league-of-german-girls-inspection-during-world-war-ii/
286,https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/builders-foam.jpg?w=888 888w,https://www.snopes.com/fact-check/builders-foam-hair/
287,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/skeleton-scarecrow.png?w=480 480w,https://www.snopes.com/fact-check/scarecrow-human-body/
288,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/supercell-south-dakota-markco-korosec.jpg?w=1000 1000w,https://www.snopes.com/fact-check/real-supercell-video/
290,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/oklahoma-tornado-1898.jpg?w=601 601w,https://www.snopes.com/fact-check/1898-oklahoma-tornado/
292,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/love-on-the-rough-robot.jpg?w=650 650w,https://www.snopes.com/fact-check/lady-golfers-robot-trainer/
293,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/svt-meteorlogists.jpg?w=760 760w,https://www.snopes.com/fact-check/weather-report-sweden-iraq/
295,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/spot-the-difference.jpg?w=1000 1000w,https://www.snopes.com/fact-check/trump-sons-photo/
296,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/giant-tree.jpg?w=896 896w,https://www.snopes.com/fact-check/ancient-giant-trees/
298,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/not-trump-white-house.jpg?w=600 600w,https://www.snopes.com/fact-check/american-flag-white-house/
299,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Screenshot-2017-07-10-aputint-7.jpg?w=554 554w,https://www.snopes.com/fact-check/putin-surrounded-g20/
300,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/detroit-collage.jpg?w=1000 1000w,https://www.snopes.com/fact-check/electric-car-1905/
301,https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/ali-money.jpg?w=492 492w,https://www.snopes.com/fact-check/muhammad-ali-winnings-1964/
