id,claim,rating,image_url,permalink,publish_date
207,"A photograph shows a foot after ""Cinderella Surgery.""",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/maxresdefault.jpg?w=1280 1280w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/julie-rapp.jpg?w=440 440w']",https://www.snopes.com/fact-check/does-cinderella-surgery-modifies-feet-to-resemble-high-heels/,2017-10-10T10:13:08+00:00
208,The man accused of opening fire on hundreds of people in a Las Vegas casino in October 2017 was spotted at an anti-Trump protest two months earlier.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/Screenshot-2017-10-03-at-11.50.13-AM.png?w=596 596w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/paddock-left-wing-violence.jpg?w=851 851w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/paddock-not-paddock.jpg?w=1002 1002w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/still-not-paddock.jpg?w=846 846w']",https://www.snopes.com/fact-check/las-vegas-shooter-trump-protest/,2017-10-03T14:29:39+00:00
209,A photograph shows the Army football team kneeling in protest during the national anthem.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/us-navy-kneeling.jpg?w=768 768w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/golden-hurricane.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/army-football-team-kneel-protest-national-anthem/,2017-10-02T13:42:49+00:00
210,A photograph shows a Seattle Seahawks player burning an American flag.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/nfl-burns-flag.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/flag-burning.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/nfl-player-burned-american-flag-in-locker-room/,2017-09-29T08:50:26+00:00
211,"A newspaper photograph shows a pregnant, cigarette-smoking woman worrying about the effect of construction noise on her unborn child.",true,[],https://www.snopes.com/fact-check/pregnant-pause-2/,2017-09-28T19:05:32+00:00
212,"A photograph shows Green Bay Packers quarterback Aaron Rodgers holding a ""Stand for the flag, Kneel for the cross"" shirt.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/aaron-rodgers.jpg?w=851 851w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/t-shirts.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/shirt-collage.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/aaron-rodgers-stand-for-the-flag-kneel-for-the-cross-t-shirt/,2017-09-25T11:30:50+00:00
213,"A photograph shows a protester holding a ""No mother should have to fear for her son's life every time he robs a store"" sign in front of a fire station in Ferguson, Missouri.",false,[],https://www.snopes.com/fact-check/signs-of-a-protest/,2017-09-24T10:18:22+00:00
214,"Prior to condemning flag burning in November 2016, Donald Trump endorsed the act in February 2011.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/trumpflag.jpg?w=608 608w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/donald-trump-flag-burning-2011.jpg?w=640 640w']",https://www.snopes.com/fact-check/trumps-flip-flop-on-flag-burning/,2017-09-24T09:17:59+00:00
215,A mother tiger at a California zoo nursed a group of piglets after her own cubs died.,miscaptioned,[],https://www.snopes.com/fact-check/tiger-and-piglets/,2017-09-21T10:54:16+00:00
216,A photograph shows a 30-foot wave from Hurricane Jose hitting Jennette's Pier in North Carolina.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-jose.jpg?w=578 578w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/big-wave.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/big-wave-photo.jpg?w=2000 2000w']",https://www.snopes.com/fact-check/hurricane-jose-30-foot-waves-jennettes-pier/,2017-09-19T10:12:05+00:00
217,Photographs show a mule attacking and killing a mountain lion.,miscaptioned,[],https://www.snopes.com/fact-check/mule-vs-mountain-lion/,2017-09-17T10:53:14+00:00
218,A video showing several destructive tornadoes was purchased by National Geographic for $1 million.,false,[],https://www.snopes.com/fact-check/footage-of-destructive-tornadoes-million/,2017-09-15T16:27:41+00:00
219,"A photograph shows a boulder containing remarkably well-preserved, larger-than-human seahorse fossil.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/Screen-Shot-2017-09-15-at-11.30.50-AM.png?w=425 425w'],https://www.snopes.com/fact-check/giant-fossil-seahorse/,2017-09-15T14:43:58+00:00
220,A crude sketch of a phallus could be seen on the inside of a log during an episode of,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/maya-the-bee.jpg?w=744 744w'],https://www.snopes.com/fact-check/maya-bee-scene/,2017-09-15T11:07:39+00:00
221,"The makers of a television commercial for a car company were so ""freaked out"" by an apparent ""ghostly"" apparition in the raw footage that the ad was never released.",false,[],https://www.snopes.com/fact-check/ghost-car-commercial/,2017-09-13T15:31:15+00:00
222,A photograph shows a meal served by the Red Cross to victims of Hurricane Harvey in Texas.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/red-cross-meal.jpg?w=527 527w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/red-cross-meal-2016.jpg?w=720 720w']",https://www.snopes.com/fact-check/red-cross-harvey-meal/,2017-09-13T13:43:08+00:00
223,A photograph shows actors Heath Ledger and Cillian Murphy posing together.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/twitter-pic.jpg?w=575 575w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/murphy.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/heath-ledger-cyrian-murphy-photograph-real/,2017-09-13T11:53:22+00:00
224,"A video shows three sharks in an area of Miami, Florida that was flooded by Hurricane Irma.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/viral-video-lab.jpg?w=707 707w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/shark-fin.jpg?w=527 527w']",https://www.snopes.com/fact-check/three-sharks-filmed-in-miami-flood-waters-after-hurricane-irma/,2017-09-12T16:36:16+00:00
225,A criminology textbook used an image of Brock Turner to illustrate an entry on rape.,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/brock-turner-rape.jpg?w=720 720w'],https://www.snopes.com/fact-check/textbook-brock-turner-criminology-example/,2017-09-12T16:05:46+00:00
226,An animated GIF shows a wind-blown stop sign hitting a weather reporter.,false,[],https://www.snopes.com/fact-check/weather-reporter-holly-ellenbogen-hit-by-a-stop-sign-during-storm/,2017-09-11T11:43:17+00:00
227,A video shows Hurricane Irma hitting Miami International Airport.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/dan-scavino.jpg?w=750 750w'],https://www.snopes.com/fact-check/hurricane-irma-hitting-miami-airport/,2017-09-11T11:27:54+00:00
228,"Photograph captures wildlife fleeing a fire in Bitterroot Forest, Montana.",true,[],https://www.snopes.com/fact-check/bitterroot-forest-fire/,2017-09-10T13:56:46+00:00
229,A video shows Hurricane Irma destroying buildings in Antigua and Barbuda in September 2017.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/fb-video.jpg?w=490 490w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/bbva-map-comparison.jpg?w=2000 2000w']",https://www.snopes.com/fact-check/irma-barbuda-video/,2017-09-08T12:47:42+00:00
230,A photograph shows a group of people golfing as a forest fire rages in the background.,true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/golfers.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/oregon-golf-course.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/people-golfing-right-next-huge-forest-fire/,2017-09-08T09:02:00+00:00
231,The National Oceanic and Atmospheric Administration reported that Hurricane Irma had airlifted several sharks.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-irma.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/noa-hurricane.jpg?w=1024 1024w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/breaking-news-1.jpg?w=1280 1280w']",https://www.snopes.com/fact-check/hurricane-irma-now-contains-sharks/,2017-09-07T13:31:06+00:00
232,"An 81-year-old man named Arthur Hickenlooper competed on the show ""American Ninja Warrior.""",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper.jpg?w=1002 1002w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper-2.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper-1.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/brent-steffensen.jpg?w=602 602w']",https://www.snopes.com/fact-check/arthur-hickenlooper-81-american-ninjaj-warrior/,2017-09-06T16:02:15+00:00
233,An image shows President Trump rescuing two cats from a flooded area in Texas after Hurricane Harvey in August 2017.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/trump-cats.jpg?w=474 474w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/man-saves-cats.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/trump-saved-two-cats-after-hurricane-harvey/,2017-09-05T10:51:03+00:00
234,CNN published a story about pastor Joel Osteen that mistakenly featured an image of actor Tim Allen.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/tim-allen-cnn.jpg?w=469 469w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/cnn-joel-osteen.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/cnn-mistake-tim-allen-joel-osteen/,2017-09-01T11:48:48+00:00
235,"A photograph shows an ""inflatable dam"" holding back the flood waters surrounding a Texas home.",mostly true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/inflatable-dam.jpg?w=793 793w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/aquadam.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/texas-house-saved-inflatable-dam/,2017-08-31T14:25:37+00:00
236,Melania Trump wore high heels to visit Texas after Hurricane Harvey.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.jpg?w=589 589w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.43.28-AM.png?w=592 592w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.23.21-PM.png?w=592 592w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.20.43-PM.png?w=558 558w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.21.24-PM.png?w=594 594w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/texas_4.jpg?w=387 387w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.59.42-AM.png?w=583 583w']",https://www.snopes.com/fact-check/melania-trump-heels-houston-hurricane-harvey/,2017-08-31T12:48:22+00:00
237,A Navy Destroyer crashed into a building in downtown Houston after Hurricane Harvey flooded the city in August 2017.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/navy-destroyer-houston.jpg?w=1140 1140w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/navy-ship.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/navy-destroyer-collides-building-downtown-houston/,2017-08-30T10:32:40+00:00
238,"A photograph shows actor James Earl Jones dressed as Darth Vader alongside 'Star Wars' stars Mark Hamill, Anthony Daniels, and Kenny Baker.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/hamil-and-vader.jpg?w=582 582w'],https://www.snopes.com/fact-check/james-earl-jones-star-wars-london-segregation/,2017-08-30T08:00:38+00:00
239,A photograph shows President Donald Trump receiving a spray-on tan before a television appearance.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/trumpspraytan.jpg?w=720 720w'],https://www.snopes.com/fact-check/trump-spray-tan-television/,2017-08-29T11:31:16+00:00
240,Photograph shows a shark swimming down a Houston street after Hurricane Harvey.,false,[],https://www.snopes.com/fact-check/pool-shark/,2017-08-28T08:32:14+00:00
241,A photograph shows President Obama and George Soros laughing together.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/obama-and-soros.jpg?w=599 599w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/obama-and-sorosand-kennedy.jpg?w=2000 2000w']",https://www.snopes.com/fact-check/photograph-obama-soros-laughing/,2017-08-25T14:39:00+00:00
242,A screenshot from an episode of,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/bart-simpson-fake-chalkboard-gag.jpg?w=400 400w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/simpsons-chalkboard-gags.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/bart_chalk_messages_fade.jpg?w=600 600w']",https://www.snopes.com/fact-check/did-bart-simpson-mock-islam-during-a-chalkboard-gag/,2017-08-24T11:30:56+00:00
243,"A series of mugshots show all of the Antifa members who were arrested at a white nationalist rally in Charlottesville, Virginia.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa-mugshots.jpg?w=586 586w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/may-day-riot-portland-arrest-2017_1493730310104_9347927_ver1.0.jpg?w=534 534w']",https://www.snopes.com/fact-check/antifa-mugshots-charlottesville/,2017-08-23T14:19:14+00:00
244,A photograph shows rays of lights in the shape of a cross during the August 2017 eclipse.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/fb-eclipse.jpg?w=540 540w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/god-eclipse.jpg?w=440 440w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/eclipse-collage.jpg?w=1957 1957w']",https://www.snopes.com/fact-check/sunlight-cross-eclipse/,2017-08-22T10:57:29+00:00
245,Photographs shows dozens of bomb-sniffing dogs killed by a security company in Kuwait.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/kuwait-dogs.jpg?w=591 591w'],https://www.snopes.com/fact-check/photographs-show-dozens-dead-dogs-kuwait/,2017-08-22T08:49:39+00:00
246,Antifa activists announced in August 2017 that they would protest the Sturgis Motorcycle Rally in 2018.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-sturgis-rally.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/lahren_tweet.png?w=463 463w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-dare.jpg?w=593 593w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-dared.jpg?w=582 582w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-survival-kit.jpg?w=571 571w']",https://www.snopes.com/fact-check/antifa-protest-sturgis-2018/,2017-08-22T08:44:27+00:00
247,A photograph show a solar eclipse over the ocean in the South Pacific.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/eclipse-image.jpg?w=552 552w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/5333202438_ca8b17cb84_z.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/art-lewis.jpg?resize=1024']",https://www.snopes.com/fact-check/eclipse-over-south-pacific/,2017-08-21T20:56:21+00:00
248,The Vietnam Veterans Memorial was defaced with graffiti.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/5__Brandon_Rogers_-_I_have_no_words_for_the_people_who_did_this_to___.jpg?w=532 532w'],https://www.snopes.com/fact-check/vietnam-wall-graffiti/,2017-08-21T20:32:23+00:00
249,A photograph shows a man on a beach near a mountain that resembles his outline.,true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/man-and-mountain.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/mountain-collage.jpg?w=1002 1002w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/sleeping-kewpie.jpg?w=530 530w']",https://www.snopes.com/fact-check/man-really-look-like-mountain/,2017-08-21T17:03:21+00:00
250,A photograph captures a solar eclipse as seen from space.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/03/eclipseart.jpg?resize=1024'],https://www.snopes.com/fact-check/solar-eclipse-from-space/,2017-08-21T14:50:24+00:00
251,Images show a genuine antifa manual created and distributed by the anti-fascist group.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/the-antifa-manual.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.56.51-AM.png?w=696 696w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.57.51-AM.png?w=719 719w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.58.07-AM.png?w=642 642w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.58.31-AM.png?w=686 686w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.jpg?w=619 619w']",https://www.snopes.com/fact-check/is-this-antifa-manual-real/,2017-08-21T13:14:28+00:00
252,A photograph shows a rainbow-colored mountain range in California.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/rainbow-mountains-1.jpg?w=480 480w'],https://www.snopes.com/fact-check/rainbow-mountains-real/,2017-08-18T07:18:20+00:00
253,A photograph shows Steve Bannon with a bloody lip.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/steve-bannon.jpg?w=800 800w'],https://www.snopes.com/fact-check/steve-bannon-bloody-lip/,2017-08-17T15:18:18+00:00
254,A photograph shows Queen singer Freddie Mercury applying intricate face makeup.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/freddie-mercury.jpg?w=336 336w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/mercury-makeup.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/freddie-mercury-putting-make/,2017-08-17T14:25:20+00:00
255,The anti-fascist group Antifa created and distributed a flyer calling for the murder of white children.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/resist-from-day-1.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-1.jpg?w=605 605w']",https://www.snopes.com/fact-check/antifa-flyers-call-for-the-murder-of-white-children/,2017-08-16T13:46:38+00:00
256,"A photograph shows President Trump with ""Millennial Matt,"" an alt-right figure involved in the white nationalist march in Charlottesville.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/millenial-matt.jpg?w=589 589w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/millenial-matt-and-trump.jpg?w=286 286w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Collage.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/trump-photographed-with-charlottesville-white-nationalist/,2017-08-14T14:56:29+00:00
257,A photograph shows an Antifa member hitting a police officer.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa.jpg?w=534 534w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-or-greece.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/antifa-member-photographed-beating-police-officer/,2017-08-14T11:58:24+00:00
258,A photograph shows a black police officer protecting participants in a white supremacist protest in Charlottesville.,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/klanpolice.jpg?w=715 715w'],https://www.snopes.com/fact-check/racist-protesters-protected-black-policeman/,2017-08-13T09:42:39+00:00
259,Photograph shows a KKK member being treated by an all-black emergency room staff.,false,[],https://www.snopes.com/fact-check/emergent-situation/,2017-08-13T08:34:22+00:00
260,Photographs show a boy whose nose has been impaled with a fork.,true,[],https://www.snopes.com/fact-check/child-fork-nose/,2017-08-12T16:11:50+00:00
261,"President Trump plagiarized his ""fire and fury"" comment from Captain America comic book villain Red Skull.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/20727962_10155657532452650_5127414016212651588_n.jpg?w=864 864w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/captain-america-red-skull.jpg?w=830 830w']",https://www.snopes.com/fact-check/fire-and-fury-comic-book-villain/,2017-08-11T16:45:05+00:00
262,A photograph shows a blue whale swimming beneath a row boat.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/blue-whale-photo.jpg?w=614 614w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/photoshopped.jpg?w=799 799w']",https://www.snopes.com/fact-check/blue-whale-under-rowboat/,2017-08-10T16:29:47+00:00
263,"A photograph shows Pope Francis kissing the hand of David Rockefeller, Henry Kissinger, or one of many other people targeted by conspiracy theorists as being part of a vast global conspiracy.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/pope.jpg?w=707 707w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/JEN_6480_1.jpg?w=878 878w']",https://www.snopes.com/fact-check/pope-francis-kisses-david-rockefellers-hand/,2017-08-09T14:52:44+00:00
264,Video clip shows an elephant painting a picture of an elephant.,mixture,[],https://www.snopes.com/fact-check/elephant-painting/,2017-08-09T10:02:10+00:00
265,"The temperature hit a record 62°C (143.6°F) in Kuwait in July 2017, causing several trees to burst into flames.",mostly false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait-weather.jpg?w=772 772w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait-traffic-light.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait.jpg?w=720 720w']",https://www.snopes.com/fact-check/62-degree-celsius-kuwait-tree-fire/,2017-08-07T12:12:32+00:00
266,Photographs depict a couple posing with a dolphin that died because the woman urinated in its blowhole.,miscaptioned,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/06/Argentina-Dolphin.jpg?w=950 950w'],https://www.snopes.com/fact-check/couple-kills-dolphin-urinating/,2017-08-06T19:25:33+00:00
267,Photographs show a failed carjacker who was run over by a truck after the driver pushed him under its wheels.,miscaptioned,[],https://www.snopes.com/fact-check/carjacker/,2017-08-06T12:00:10+00:00
268,"Ret. Sgt. Gregory Hayes beat two Syrian refugees to death after they raped his daughter, and now faces life in prison.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/04/Pasted_Image_4_21_16__1_31_PM.jpg?resize=1024'],https://www.snopes.com/fact-check/sergeant-gregory-hayes/,2017-08-05T22:39:06+00:00
269,The August 2017 fight between Floyd Mayweather Jr. and Conor McGregor was called off after the former was arrested in July 2017.,false,[],https://www.snopes.com/fact-check/mcgregor-vs-mayweather-fight-called-off-after-mayweathers-arrest/,2017-08-03T11:55:14+00:00
270,"A video shows a bolt of lightning striking a river, sparking a large explosion.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/lightning-bolt.jpg?w=632 632w'],https://www.snopes.com/fact-check/lightning-striking-a-river/,2017-08-02T13:58:34+00:00
271,A large root system was discovered below Devil's Tower in Wyoming.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/devils-tower.jpg?w=462 462w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/tree-roots.jpg?w=767 767w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/roots-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/ThreeGeoTheoriessm_1.jpg?w=640 640w']",https://www.snopes.com/fact-check/roots-devils-tower/,2017-08-01T16:20:40+00:00
272,A photograph shows a Russian pilot flying under a bridge in 1965.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/russia-pilot.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/city-born-to-fly.jpg?w=839 839w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/newspaper.jpg?w=620 620w']",https://www.snopes.com/fact-check/russian-pilot-bridge-1965/,2017-07-31T13:53:52+00:00
273,Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/panda.jpg?resize=300'],https://www.snopes.com/fact-check/panda-on-a-plane/,2017-07-30T20:34:53+00:00
274,"A photograph shows UFO ""kill markings"" on the side of a German World War II anti-aircraft gun.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/wwii-gun.jpg?w=500 500w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/88-flak-kill-markings.jpg?w=397 397w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/der-adler.jpg?w=600 600w']",https://www.snopes.com/fact-check/german-tank-shot-down-ufos/,2017-07-30T10:11:48+00:00
275,"A photograph shows a sign bearing an ominous threat from the group ""Advancement of Islamic Agenda for America.""",false,[],https://www.snopes.com/fact-check/islamic-agenda/,2017-07-29T09:03:24+00:00
276,Actor Kirk Cameron has contracted an extremely rare form of leprosy.,false,[],https://www.snopes.com/fact-check/kirk-cameron-diagnosed-leprosy/,2017-07-28T17:30:24+00:00
277,A photograph shows a house cat cuddling with a lion.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/lion-and-cat.jpg?w=1011 1011w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/whiskas-ad.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/lion-and-cat/,2017-07-28T16:56:34+00:00
278,A photograph shows a kayak near a pod of orca whales.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/orca-whales.jpg?w=556 556w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/watermark.jpg?w=794 794w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/walker-christopher-balance.jpg?w=600 600w']",https://www.snopes.com/fact-check/photograph-kayak-orcas/,2017-07-27T12:58:18+00:00
279,A photograph shows John Lennon and Che Guevara playing guitar together.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/che-lennon.jpg?w=592 592w'],https://www.snopes.com/fact-check/lennon-che-guitar/,2017-07-27T10:57:41+00:00
280,A photograph shows a kayaker paddling across a humpback whale's huge open mouth.,false,[],https://www.snopes.com/fact-check/big-gulp/,2017-07-26T22:52:56+00:00
281,A July 2017 Facebook post shows Tom Hanks wearing a t-shirt bearing a number of liberal slogans.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Tom_Hanks_Facebook.jpg?w=924 924w'],https://www.snopes.com/fact-check/tom-hanks-t-shirt/,2017-07-26T10:25:59+00:00
282,White House communications director Anthony Scaramucci posted a sexually explicit tweet in 2009.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/anthony-scarmuci.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/gross-tweets.jpg?w=1223 1223w']",https://www.snopes.com/fact-check/scaramucci-explicit-tweet-2009/,2017-07-25T14:18:32+00:00
283,A photograph shows a middle school student with two broken arms next to a science fair project about jumping off tall buildings.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/how-high-is-too-high.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/water-tower-buildings.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/middle-school-break-arms-jumping-off-water-tower-science-project/,2017-07-25T08:54:11+00:00
